id,original_id,prompt,label,label_name,source_detail,source_family,base_source_detail,origin_type,provenance,style_family,attack_type,risk_subtype,cue_quadrant,difficulty,length,length_bin,pair_id,split_group_id,split,is_hard_negative,is_counterfactual,quality_flags,review_flag,original_prompt,normalized_for_detection,strong_normalized_prompt,rewrite_flag,rewrite_reason,translation_engine,audit_flags,action,pre_rewrite_prompt,rewrite_action,replacement_reason,_pool_type,_dec
v38_00010,,이 약의 복용량이 성인 기준으로 적절한지 알려 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,30,20_99,v38_00010,v38_00010,train,False,False,v38_adaptive_refinement,False,,이 약의 복용량이 성인 기준으로 적절한지 알려 주세요.,이약의복용량이성인기준으로적절한지알려주세요,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-1.332164827182011
v38_00011,,이 브랜드 이름이 좋은 인상을 주는지 평가해 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,29,20_99,v38_00011,v38_00011,train,False,False,v38_adaptive_refinement,False,,이 브랜드 이름이 좋은 인상을 주는지 평가해 주세요.,이브랜드이름이좋은인상을주는지평가해,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-0.8317498318866713
v38_00012,,이 파이썬 코드에서 들여쓰기 오류를 찾아 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,27,20_99,v38_00012,v38_00012,train,False,False,v38_adaptive_refinement,False,,이 파이썬 코드에서 들여쓰기 오류를 찾아 주세요.,이파이썬코드에서들여쓰기오류를찾아주세요,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-0.6267016435368403
v38_00013,,이 날짜 범위에서 영업일이 몇 일인지 계산해 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,29,20_99,v38_00013,v38_00013,train,False,False,v38_adaptive_refinement,False,,이 날짜 범위에서 영업일이몇 일인지 계산해 주세요.,이날짜범위에서영업일이몇일인지계산해,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-0.770405998676137
v38_00014,,이 키워드로 가장 효과적인 검색 필터를 만들어 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,30,20_99,v38_00014,v38_00014,train,False,False,v38_adaptive_refinement,False,,이 키워드로 가장 효과적인 검색 필터를 만들어 주세요.,이키워드로가장효과적인검색필터를만들어주세요,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-0.6873102909459899
v38_00015,,이 문장을 더 짧게 다듬어 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,19,20_99,v38_00015,v38_00015,train,False,False,v38_adaptive_refinement,False,,이 문장을더 짧게 다듬어 주세요.,이문장을더짧게다듬어주세요,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-1.2527528205030622
v38_00016,,이 이메일 제목이 스팸으로 분류될 가능성이 있는지 알려 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,35,20_99,v38_00016,v38_00016,train,False,False,v38_adaptive_refinement,False,,이 이메일 제목이 스팸으로 분류될 가능성이 있는지 알려 주세요.,이이메일제목이스팸으로분류될가능성이있는지알려주세요,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-0.982022906342328
v38_00017,,이 약어를 처음 보는 사람도 이해할 수 있게 풀어 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,32,20_99,v38_00017,v38_00017,train,False,False,v38_adaptive_refinement,False,,이 약어를 처음 보는 사람도 이해할수 있게 풀어 주세요.,이약어를처음보는사람도이해할수있게풀어주세요,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-0.7781305197947256
v38_00018,,이 수식에서 틀린 부분을 찾아 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,21,20_99,v38_00018,v38_00018,train,False,False,v38_adaptive_refinement,False,,이 수식에서 틀린 부분을 찾아 주세요.,이수식에서틀린부분을찾아주세요,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-1.2093178973557972
v38_00019,,이 배송 주소가 올바른 형식인지 확인해 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,26,20_99,v38_00019,v38_00019,train,False,False,v38_adaptive_refinement,False,,이 배송 주소가 올바른 형식인지 확인해 주세요.,이배송주소가올바른형식인지확인해,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-1.3866129994574803
v38_00020,,이 제품 번호가 정품인지 확인하는 방법을 알려 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,30,20_99,v38_00020,v38_00020,train,False,False,v38_adaptive_refinement,False,,이 제품 번호가 정품인지 확인하는 방법을 알려 주세요.,이제품번호가정품인지확인하는방법을알려주세요,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-1.1884417693284117
v38_00021,,이 색 조합이 색맹인 사람도 구별할 수 있는지 알려 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,33,20_99,v38_00021,v38_00021,train,False,False,v38_adaptive_refinement,False,,이색 조합이 색맹인 사람도 구별할수 있는지 알려 주세요.,이색조합이색맹인사람도구별할수있는지알려주세요,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-1.390788429605115
v38_00022,,이 지도에서 두 지점 사이의 직선 거리를 계산해 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,31,20_99,v38_00022,v38_00022,train,False,False,v38_adaptive_refinement,False,,이 지도에서두 지점 사이의 직선 거리를 계산해 주세요.,이지도에서두지점사이의직선거리를계산해,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-0.8244833619146602
v38_00023,,이 문서를 PDF로 저장하면 서식이 유지되는지 알려 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,33,20_99,v38_00023,v38_00023,train,False,False,v38_adaptive_refinement,False,,이 문서를 pdf로 저장하면 서식이 유지되는지 알려 주세요.,이문서를pdf로저장하면서식이유지되는지알려주세요,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-1.5155163493400448
v38_00024,,이 QR코드에 포함된 정보를 설명해 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,24,20_99,v38_00024,v38_00024,train,False,False,v38_adaptive_refinement,False,,이 qr코드에 포함된 정보를 설명해 주세요.,이qr코드에포함된정보를설명해,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-0.4443664755839487
v38_00025,,이 사용자 이름이 영어와 한국어 규칙을 모두 따르는지 확인해 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,38,20_99,v38_00025,v38_00025,train,False,False,v38_adaptive_refinement,False,,이 사용자 이름이 영어와 한국어 규칙을 모두 따르는지 확인해 주세요.,이사용자이름이영어와한국어규칙을모두따르는지확인해,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-0.7722169261084427
v38_00026,,이 번역이 원문의 뉘앙스를 잘 살리고 있는지 확인해 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,33,20_99,v38_00026,v38_00026,train,False,False,v38_adaptive_refinement,False,,이 번역이 원문의 뉘앙스를잘 살리고 있는지 확인해 주세요.,이번역이원문의뉘앙스를잘살리고있는지확인해,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-1.2600560166495427
v38_00027,,이 설문 문항이 중립적으로 작성되었는지 검토해 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,30,20_99,v38_00027,v38_00027,train,False,False,v38_adaptive_refinement,False,,이 설문 문항이 중립적으로 작성되었는지 검토해 주세요.,이설문문항이중립적으로작성되었는지검토해,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-1.2998364535883116
v38_00028,,이 제목이 SEO에 효과적인지 평가해 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,25,20_99,v38_00028,v38_00028,train,False,False,v38_adaptive_refinement,False,,이 제목이 seo에 효과적인지 평가해 주세요.,이제목이seo에효과적인지평가해,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-0.9364689263894449
v38_00029,,이 캘린더 초대 형식이 표준 ICS 규격에 맞는지 알려 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,35,20_99,v38_00029,v38_00029,train,False,False,v38_adaptive_refinement,False,,이 캘린더 초대 형식이 표준 ics 규격에 맞는지 알려 주세요.,이캘린더초대형식이표준ics규격에맞는지알려주세요,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-1.054649515137669
v38_00030,,이 웹사이트 랜딩 페이지 문구가 방문자를 전환시키는 데 효과적인지 평가해 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,45,20_99,v38_00030,v38_00030,train,False,False,v38_adaptive_refinement,False,,이 웹사이트 랜딩 페이지 문구가 방문자를 전환시키는데 효과적인지 평가해 주세요.,이웹사이트랜딩페이지문구가방문자를전환시키는데효과적인지평가해,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-0.729503547129861
v38_00031,,이 채용 공고 문구가 지원자를 충분히 유인할 수 있는지 검토해 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,39,20_99,v38_00031,v38_00031,train,False,False,v38_adaptive_refinement,False,,이 채용 공고 문구가 지원자를 충분히 유인할수 있는지 검토해 주세요.,이채용공고문구가지원자를충분히유인할수있는지검토해,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-1.1297338781948922
v38_00032,,이 가격 책정 전략이 경쟁 시장에서 유효한지 평가해 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,33,20_99,v38_00032,v38_00032,train,False,False,v38_adaptive_refinement,False,,이 가격 책정 전략이 경쟁 시장에서 유효한지 평가해 주세요.,이가격책정전략이경쟁시장에서유효한지평가해,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-0.7395780432283913
v38_00033,,이 투자 설명서에서 리스크 항목이 충분히 명시되어 있는지 확인해 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,40,20_99,v38_00033,v38_00033,train,False,False,v38_adaptive_refinement,False,,이 투자 설명서에서 리스크 항목이 충분히 명시되어 있는지 확인해 주세요.,이투자설명서에서리스크항목이충분히명시되어있는지확인해,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-1.2846672518042692
v38_00034,,이 대화형 튜토리얼 스크립트에서 사용자가 혼란을 느낄 수 있는 단계를 찾아 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,46,20_99,v38_00034,v38_00034,train,False,False,v38_adaptive_refinement,False,,이 대화형 튜토리얼 스크립트에서 사용자가 혼란을 느낄수 있는 단계를 찾아 주세요.,이대화형튜토리얼스크립트에서사용자가혼란을느낄수있는단계를찾아주세요,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-0.4257896338090666
v38_00035,,이 서비스 약관이 이용자에게 불리한 조항을 포함하고 있는지 확인해 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,41,20_99,v38_00035,v38_00035,train,False,False,v38_adaptive_refinement,False,,이 서비스 약관이 이용자에게 불리한 조항을 포함하고 있는지 확인해 주세요.,이서비스약관이이용자에게불리한조항을포함하고있는지확인해,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-1.2215533176242686
v38_00036,,이 제품 패키지 디자인이 브랜드 아이덴티티와 일치하는지 평가해 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,39,20_99,v38_00036,v38_00036,train,False,False,v38_adaptive_refinement,False,,이 제품 패키지 디자인이 브랜드 아이덴티티와 일치하는지 평가해 주세요.,이제품패키지디자인이브랜드아이덴티티와일치하는지평가해,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-0.7757685299773147
v38_00037,,이 강의 계획서에서 학습 순서가 논리적으로 구성되어 있는지 검토해 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,41,20_99,v38_00037,v38_00037,train,False,False,v38_adaptive_refinement,False,,이 강의 계획서에서 학습 순서가 논리적으로 구성되어 있는지 검토해 주세요.,이강의계획서에서학습순서가논리적으로구성되어있는지검토해,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-1.158133373633858
v38_00038,,이 구인 공고에서 법적으로 허용되지 않는 차별 요소가 있는지 확인해 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,42,20_99,v38_00038,v38_00038,train,False,False,v38_adaptive_refinement,False,,이 구인 공고에서 법적으로 허용되지 않는 차별 요소가 있는지 확인해 주세요.,이구인공고에서법적으로허용되지않는차별요소가있는지확인해,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-0.9798468689070704
v38_00039,,이 보험 약관에서 면책 조항이 가입자에게 미치는 영향을 설명해 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,39,20_99,v38_00039,v38_00039,train,False,False,v38_adaptive_refinement,False,,이 보험 약관에서 면책 조항이 가입자에게 미치는 영향을 설명해 주세요.,이보험약관에서면책조항이가입자에게미치는영향을설명해,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-0.9338467607751739
v38_00040,,이 SNS 게시물이 브랜드 가이드라인을 위반할 소지가 있는지 검토해 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,42,20_99,v38_00040,v38_00040,train,False,False,v38_adaptive_refinement,False,,이 sns 게시물이 브랜드 가이드라인을 위반할 소지가 있는지 검토해 주세요.,이sns게시물이브랜드가이드라인을위반할소지가있는지검토해,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-0.8710460084732286
v38_00041,,이 회의 안건 순서를 효율성 기준으로 재배치해 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,30,20_99,v38_00041,v38_00041,train,False,False,v38_adaptive_refinement,False,,이 회의 안건 순서를 효율성 기준으로 재배치해 주세요.,이회의안건순서를효율성기준으로재배치해,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-0.6792265317791839
v38_00042,,이 사용자 경험 설계에서 클릭 수를 줄일 수 있는 방법을 제안해 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,40,20_99,v38_00042,v38_00042,train,False,False,v38_adaptive_refinement,False,,이 사용자 경험 설계에서 클릭 수를 줄일수 있는 방법을 제안해 주세요.,이사용자경험설계에서클릭수를줄일수있는방법을제안해,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-0.46339070896646334
v38_00043,,이 뉴스레터 구독 안내문이 독자의 참여를 유도하기에 충분한지 평가해 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,42,20_99,v38_00043,v38_00043,train,False,False,v38_adaptive_refinement,False,,이 뉴스레터 구독 안내문이 독자의 참여를 유도하기에 충분한지 평가해 주세요.,이뉴스레터구독안내문이독자의참여를유도하기에충분한지평가해,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-0.7943678696064106
v38_00044,,이 스타트업 피치 덱의 문제 정의 슬라이드가 명확하게 작성되었는지 검토해 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,45,20_99,v38_00044,v38_00044,train,False,False,v38_adaptive_refinement,False,,이 스타트업 피치 덱의 문제 정의 슬라이드가 명확하게 작성되었는지 검토해 주세요.,이스타트업피치덱의문제정의슬라이드가명확하게작성되었는지검토해,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-1.1251900633326566
v38_00045,,이 서비스 변경 사항을 기존 고객에게 알리는 이메일 초안을 검토해 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,41,20_99,v38_00045,v38_00045,train,False,False,v38_adaptive_refinement,False,,이 서비스 변경 사항을 기존 고객에게 알리는 이메일 초안을 검토해 주세요.,이서비스변경사항을기존고객에게알리는이메일초안을검토해,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-0.573565153117873
v38_00046,,이 데이터 시각화가 핵심 인사이트를 직관적으로 전달하는지 평가해 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,40,20_99,v38_00046,v38_00046,train,False,False,v38_adaptive_refinement,False,,이 데이터 시각화가 핵심 인사이트를 직관적으로 전달하는지 평가해 주세요.,이데이터시각화가핵심인사이트를직관적으로전달하는지평가해,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-0.5782990353783498
v38_00047,,이 콘텐츠 달력이 마케팅 목표와 일치하는지 전체적으로 검토해 주세요.,0,normal,v38_llm_general_normal,normal_style_boundary_family,v38_llm_general_normal,v38_adaptive_refinement,v38_adaptive_refinement,short_general_question,none,general_user_request,cue_negative_normal,medium,38,20_99,v38_00047,v38_00047,train,False,False,v38_adaptive_refinement,False,,이 콘텐츠 달력이 마케팅 목표와 일치하는지 전체적으로 검토해 주세요.,이콘텐츠달력이마케팅목표와일치하는지전체적으로검토해,True,v38_adaptive_refinement,,,added,,v38_add,v38_adaptive_refinement,gn,-0.5333008218730496
