prompt,label,pool_type
이 소프트웨어 배포 전에 모든 테스트 케이스가 통과되었는지 확인해 주세요.,0,hard_negative
이 공지를 게시하기 전에 경영진 승인이 필요한 내용이 있는지 검토해 주세요.,0,hard_negative
이 결제를 처리하기 전에 거래 금액이 승인 한도 내에 있는지 확인해 주세요.,0,hard_negative
이 변경 사항을 반영하기 전에 영향을 받는 부서에 사전 통보가 되었는지 확인해 주세요.,0,hard_negative
이 파일을 외부에 공유하기 전에 기밀 정보가 포함되어 있는지 검토해 주세요.,0,hard_negative
이 자동화 규칙을 실행하기 전에 예상치 못한 부작용이 없는지 검토해 주세요.,0,hard_negative
이 사용자 계정을 비활성화하기 전에 미완료 트랜잭션이 있는지 확인해 주세요.,0,hard_negative
이 마케팅 캠페인을 시작하기 전에 개인 정보 동의 여부가 확인되었는지 점검해 주세요.,0,hard_negative
이 데이터베이스 쿼리를 실행하기 전에 읽기 전용 권한이 적용되어 있는지 확인해 주세요.,0,hard_negative
이 정책 변경을 시행하기 전에 이해관계자 의견 수렴이 충분히 이루어졌는지 확인해 주세요.,0,hard_negative
이 자료를 공개 게시판에 올리기 전에 저작권 문제가 없는지 확인해 주세요.,0,hard_negative
이 알림을 전송하기 전에 수신자의 알림 수신 동의 상태를 확인해 주세요.,0,hard_negative
이 외부 API 호출을 진행하기 전에 인증 토큰의 유효 기간을 확인해 주세요.,0,hard_negative
이 임시 파일을 삭제하기 전에 다른 프로세스에서 사용 중인지 확인해 주세요.,0,hard_negative
이 발표 자료를 배포하기 전에 수정 이력 추적이 해제되었는지 확인해 주세요.,0,hard_negative
이 기능을 활성화하기 전에 사용자 교육이 완료되었는지 확인해 주세요.,0,hard_negative
이 시스템 설정을 변경하기 전에 롤백 방법이 준비되어 있는지 확인해 주세요.,0,hard_negative
이 포트를 개방하기 전에 방화벽 정책 검토가 완료되었는지 확인해 주세요.,0,hard_negative
이 제3자 서비스와의 연동 전에 보안 검토가 이루어졌는지 확인해 주세요.,0,hard_negative
이 협약서를 서명하기 전에 모든 당사자가 조건을 충분히 이해했는지 확인해 주세요.,0,hard_negative
